col1,col2,col3,col4
26733,4015,28093,28290
27877,24550,3932,7611
3868,5325,6551,26904
14199,13319,9421,9283
13444,6494,12543,3571
21046,6635,27223,17093
4794,2168,24244,28239
13539,21906,28279,29628
19853,28791,618,24706
10742,16674,8179,16751
14271,20017,10778,3946
5700,1628,28090,22134
23318,20301,7337,17808
17087,5588,12662,13651
17749,7043,27254,8014
21605,2228,23079,24504
26352,20749,28328,24941
28585,8105,24085,26328
12357,16545,50,10920
6910,15559,4893,13871
10401,20824,27390,2508
4316,14201,12517,12265
21101,15459,13276,24519
19774,8466,14094,8254
12886,10267,16081,4789
23039,18902,22848,7133
12813,17076,25789,13966
29263,15283,15169,5707
28665,9640,340,16302
17800,21482,5359,13518
9097,28877,13290,21052
13619,28225,18108,20066
14645,24213,11522,24417
24615,18986,837,50
14414,1698,16856,11428
27811,11631,1255,25982
9904,4990,28157,10059
16960,10054,2544,4363
26139,13090,3162,28794
13621,166,28450,6977
8284,22545,27023,25757
19188,20313,20251,28215
4830,12175,22234,8413
1561,28929,12677,13222
7504,257,28047,15434
2974,804,8981,12469
21616,26110,15556,10428
1289,9627,1455,29976
27381,15163,28517,1183
13107,23909,20707,17100
6322,1646,20296,17271
1153,16354,19460,10022
4891,2787,13406,22277
23570,17762,24815,24503
26483,24557,29407,18224
13339,14696,22830,25810
11695,4910,3774,23593
8462,29932,11094,7584
7457,4186,10060,10589
6286,29507,22497,11841
9419,3775,25716,23793
15160,6896,23395,25238
17626,11336,19182,19367
18893,14346,5812,14384
25583,25169,22604,14792
22311,24411,1562,9551
6378,2516,492,25765
24193,327,20228,27549
13796,6885,8433,525
24531,14235,20401,10577
29223,1155,27257,10797
18671,1686,14470,25336
24887,8595,16409,25730
15719,7166,12612,13573
25797,28029,11569,22965
13994,18455,29997,2570
6044,22568,14302,18390
7754,14186,4502,21031
1195,17126,6418,9446
27956,19818,6283,27591
14740,6977,24604,5551
5638,22539,6461,8733
14017,21276,29672,10221
29678,29692,23566,25533
23831,25345,23749,3823
23349,23163,2377,23123
2075,10300,18323,27733
19028,10594,16771,28015
28089,7663,4770,23856
19143,10823,7133,24204
28429,25882,2541,19131
7054,7089,15711,26619
21635,9906,29530,14315
6425,14772,29478,24331
18350,6376,5552,5815
4362,7352,20810,21399
1556,20417,29796,12710
18983,13695,7883,5674
20297,26965,18897,12367
17038,24072,3909,29600
78,18122,23795,23339
14024,22331,23461,12436
11313,10,23488,19777
24661,17522,4968,17907
16292,1376,11145,13173
27214,21327,28737,1129
2497,21348,25371,24283
27915,24228,28556,28829
26893,23205,2257,4130
23130,27439,2300,27361
18381,18090,1524,10513
9193,1628,29696,15096
17287,25968,6506,23792
7653,18906,8302,509
3882,27802,26033,12596
769,18184,1769,9859
11674,23882,29719,2312
4696,18160,25153,9626
17829,7267,680,8534
15344,24182,26052,26803
17429,29296,15008,6952
22169,24971,27368,5945
11832,2374,25372,7338
1915,23512,20921,17090
13652,10917,18224,27222
14681,6125,14561,6853
25252,3361,16647,22892
14492,1918,13072,26800
24822,8613,8523,26764
10853,5275,14084,29489
7884,11893,27424,12849
1271,17040,19632,12807
21468,12432,3952,1640
6039,15928,395,18789
16791,24388,21777,27800
13468,12150,28976,9827
28487,26547,23431,10149
3775,20731,15635,10167
23131,19860,15789,12455
10883,16551,19824,6141
6733,2743,19746,28163
18957,800,22789,6384
26514,24359,22311,22962
6340,3804,8814,5474
19133,21536,28272,6346
10430,10187,8535,29579
14118,3926,16108,2068
13202,16915,26213,24632
23608,9795,25072,11691
20395,19757,22989,9749
27589,29165,9743,18551
28558,23462,26635,6182
9779,23303,1223,4533
3043,15075,10381,433
1857,11217,24932,15180
29,21353,17932,21039
7536,5846,29657,3355
10932,27918,12742,12431
14175,18208,1372,9152
8899,18345,29322,25566
20384,849,19959,10325
2897,4554,22839,2394
22799,10530,22553,17805
6520,11681,10810,5033
1991,28305,27179,12766
10923,618,11970,21419
24401,17420,6731,22772
23178,1352,26058,17304
2056,3172,17811,27673
4428,7409,29039,6062
27197,11625,11858,9283
22474,4676,13609,4543
19709,5863,6435,6422
4792,6096,6378,8786
1133,10714,19120,9010
11889,14548,25965,17784
5526,2179,13696,12620
4730,8847,17988,15393
6651,20034,5977,22790
18470,6126,8217,3374
27613,22567,9599,1328
16570,17663,25270,26278
24533,1321,5795,15997
25790,19879,17062,12502
24101,23204,18579,5818
21375,12715,16702,18235
16563,25282,6890,24247
19884,24192,8895,13045
19009,10007,18801,12121
5282,5621,27146,21331
345,20214,15436,18657
16312,5299,29936,13137
1154,22238,11540,12491
12576,7268,9276,17695
2970,18374,12785,24071
18664,12097,12967,22558
5560,14701,4701,11772
19851,1650,24169,26710
28794,17845,17893,2686
26536,16867,6887,7930
623,18668,19694,21598
14399,29895,16474,3863
2775,3407,11285,4168
14397,15105,17757,17890
3245,17706,6671,28706
25903,29680,1327,26453
21094,9974,28913,25630
23256,28008,20754,5923
28096,13328,19603,23903
8522,14298,4427,28999
28365,7286,19479,21537
8394,9350,19703,9652
8897,16801,12057,23732
24541,2468,6226,6570
23985,1376,26984,23502
2013,24915,23762,2563
17984,29062,26910,25807
28349,561,1499,25929
15358,52,13171,898
10785,9284,6130,24027
4515,26288,7516,13607
24624,29461,1741,3052
3978,9823,15360,2334
15973,15598,12025,18209
18879,5320,6948,17815
15796,29292,3454,3894
506,29976,11117,22176
23998,24842,24931,2691
12694,2561,19246,29083
21739,26137,17160,19319
23269,6634,26521,26833
12390,27646,11753,20917
5140,19693,2735,12661
1500,21399,2332,1463
23483,21060,11581,15094
7244,16607,17084,20926
27379,18567,27220,8763
15608,21287,2257,5807
15174,5245,14072,29596
12502,1056,4844,28912
6103,14772,22379,20765
9729,17053,2415,5704
3400,7628,27619,18726
25139,5755,2440,16185
4896,22421,9904,6385
3159,28699,24016,3240
15689,9728,17235,28068
13332,20242,14792,7553
4265,8548,8814,18542
25582,2673,16267,23958
29039,15945,28017,13449
14668,17368,9391,416
12831,6995,10252,15103
21901,25300,28239,26962
8636,12466,14876,20696
10864,26246,6873,15564
1671,9839,16999,26492
23480,15254,24522,22540
12557,25577,2400,17239
8468,1742,11088,17129
18641,17263,5234,23316
2172,4282,18759,19923
11662,617,11695,11899
17318,2518,20140,1571
7951,18620,10462,9295
6947,21024,24634,10523
4926,12630,15798,24453
9052,12549,27784,20115
2167,8046,16709,24298
4587,5156,22229,3786
29775,6374,2758,17729
18707,8527,4704,7570
11884,8391,25824,10887
28677,8611,325,8981
26839,12930,9940,10692
6943,2143,1211,23037
29800,19673,7896,9264
8746,9737,5690,22391
19710,14776,4737,7137
1659,8808,28781,18577
14468,2298,651,16430
12786,18714,10331,1364
22881,11552,10103,14990
22121,19396,9459,2196
637,826,941,9217
24960,22755,8627,11567
19190,15826,5070,1535
29214,21653,12299,24219
27227,10349,17160,16842
18987,2812,3502,11719
18917,20242,4601,3204
15143,14384,28458,7383
2431,2017,24641,11427
5652,10014,19976,13767
13216,9361,14004,12287
27089,8643,16665,28725
8464,28320,21841,19854
1400,22833,10512,28220
27163,27310,14422,2106
12802,29645,18518,18518
24961,11743,25148,14552
25149,6611,24186,22761
25429,1566,29071,3639
22133,28924,6778,18244
8430,21272,445,12949
13505,21553,10132,15092
7020,6986,3071,18613
14863,20959,16425,8214
943,26547,29857,12156
25999,29247,12495,24562
23206,14098,10257,27472
8917,13074,25498,5655
22729,21687,10201,4998
25830,23266,1916,11772
9402,308,18462,24064
21640,12833,2707,28781
25787,29714,18320,14679
29442,5075,17122,23898
13678,11987,25186,27832
19372,14812,4331,20591
14069,8604,14613,12666
11565,25414,25229,20170
26673,8885,28605,995
950,23927,246,22030
25789,21550,15898,29434
25452,18554,1007,6350
15105,17099,12673,371
24974,6973,8625,24428
19248,9131,2059,29055
5001,18263,9477,5791
9476,18035,5186,25643
3864,22511,2919,1847
2885,1318,18026,732
5352,16070,22106,8940
26607,24991,24062,14588
7735,24788,17370,18667
5529,4464,19503,29826
4723,21853,10090,16944
22588,11878,12205,8153
7092,4173,11041,29073
26801,2536,19250,8042
14032,17561,26846,1580
8876,29739,26455,15389
27436,3544,4394,6675
16274,28586,16221,14268
20625,15507,5972,20429
23536,848,4475,3252
18914,10829,1813,3356
24666,20133,4303,10222
8670,11912,16220,17381
18139,15175,16347,15003
17427,8374,12267,4742
19495,25593,27389,25166
14037,20499,3141,18806
8930,16986,24024,21481
16952,14224,21645,2713
4901,21713,19667,1773
4070,6889,20813,4234
2871,23700,6640,17328
8702,23484,22766,27634
19418,9279,5704,22215
3997,24737,21623,4120
21348,12400,994,17206
14851,12014,4605,24099
29781,7440,24606,15781
25386,12827,13444,19557
5798,2587,27739,17547
17600,26385,7705,19424
17837,8459,27319,26211
27378,25805,618,9104
17621,8239,4216,22208
21523,7805,8587,2104
17828,18077,15121,24866
15993,14383,26481,5678
2536,16286,17431,25954
3474,7005,15520,1744
25952,14922,19569,1876
19555,9487,16108,25016
3502,8922,15876,1492
22885,18489,1347,4730
844,3165,17142,18212
21671,3574,12557,25716
11290,10399,8827,9258
28192,12147,11676,11445
6734,3722,707,22962
18492,9305,15093,10832
2888,13306,27577,25950
18089,18351,6631,29281
8577,396,19247,15747
18741,28394,20099,22234
11422,12296,20931,14213
24853,23529,9345,4965
2850,29758,11009,3664
3426,56,26247,13780
8218,347,1920,21771
9165,26609,9769,20623
23158,29303,4789,10309
4260,7984,22359,27103
2414,9416,1643,15678
803,6036,19227,10662
24918,22932,14203,21098
5719,11820,29800,7320
6156,13201,14452,6227
13209,20605,6045,9381
14555,26118,19362,28829
25553,3902,25960,12152
17319,24016,3222,23224
23888,2050,24291,13948
29245,15703,20422,24920
7518,26785,29973,6179
16350,9266,23898,18826
13734,16876,11663,29522
21481,22367,21070,25478
24640,26431,28945,16816
6470,25891,24847,5227
15332,12666,28952,21743
19566,19274,25855,26739
18910,16543,20476,6711
17587,24905,19516,75
3256,3003,2051,12882
25176,16070,27280,19781
3322,10159,21080,7620
5378,27994,95,12512
11765,23049,14668,27445
12067,1698,9077,24026
13811,2513,21502,29515
26216,4583,23867,2562
29635,8267,17286,2361
20636,20264,25827,9305
4636,12485,1121,29028
21276,604,13815,10971
4303,2858,3920,2265
1421,22304,2333,7435
1973,4488,23907,24175
5584,20473,8576,26892
13054,13975,24135,18228
5786,23427,3792,3606
23715,5715,27271,27771
22089,15372,23660,23193
3717,8317,8321,21974
285,16430,28120,19123
775,13780,22899,4601
22027,15556,27607,4572
10227,28517,14427,7067
22078,2984,8032,21415
28100,19166,9338,21027
23288,23920,4769,21499
25312,21434,14919,26632
11051,12435,27300,14264
684,2969,5764,26958
21337,11997,13891,5975
24574,20283,13561,6689
24314,23542,14664,26069
9398,26031,27650,3522
817,27090,10620,8387
11116,26998,813,16090
18588,17639,13480,26700
16272,9382,5605,2850
10020,26125,9255,928
18780,1605,9658,26109
748,25480,10505,6089
21636,29456,26850,7917
25693,29937,290,5161
6444,26061,27638,13705
28073,18522,14457,29964
19766,3187,4416,22628
20755,5570,16217,21375
7446,17725,9574,28955
25805,17796,12234,3887
21192,28240,28267,17240
12984,14552,24893,11056
13394,27827,8722,22301
7857,26726,27758,212
24421,22657,11458,21787
11034,9146,4065,7385
14769,20925,2132,28330
15151,22212,17946,16869
3563,19984,38,14644
25701,21623,20810,21946
23818,13264,7506,28503
6843,1641,16204,11758
21719,29416,2079,15697
16964,403,2826,12138
729,18567,5997,17901
2103,9995,14268,8949
27638,2434,4912,11368
9760,27863,18434,1
1563,15214,27046,19590
20066,8434,2268,1076
18924,1623,20212,14386
19504,19588,2101,19367
5525,14315,2692,1952
29696,2371,27723,86
11319,26384,1866,5385
106,3229,16627,7056
7359,27319,19143,9187
17770,5499,27616,28649
17428,4073,19476,27821
9469,24877,8042,13772
26714,17164,29464,6675
5499,26600,29242,3499
9967,3239,15480,13802
12504,10645,21909,12840
18744,27442,25634,7155
24024,15626,13312,16130
1162,24467,21204,1338
8909,29080,16103,27512
1193,10600,25011,623
292,25243,28863,21355
10337,19503,23111,12957
18798,24002,27741,29635
2593,6938,22614,12637
5008,15685,14638,13729
20652,9990,13042,12550
6237,29250,8211,14209
10739,28615,19330,13315
10792,3885,5834,3110
18502,9267,28856,12317
9444,13564,2579,13740
29288,11779,15195,26152
25947,29070,26091,3574
534,1510,19907,7040
9548,22808,16149,11418
11859,16102,29357,27944
25123,14377,18519,29431
15081,11771,3936,632
22725,4327,13328,14722
21107,17407,16511,17307
11684,3626,16120,13036
3918,25752,21341,8095
642,14827,29763,20324
1653,25936,24105,26237
23780,4865,9005,20669
14905,9469,15763,1753
13399,22976,20488,5089
17551,4369,79,13725
24452,19230,8331,3694
13703,7024,1107,23340
22576,22495,27848,23510
8347,17447,14910,19012
148,29297,21757,16181
29550,5808,11195,20724
28125,10295,22039,16504
13976,5520,18267,7357
24232,9996,6044,17112
10582,5837,22135,2423
9634,3310,16374,21589
27696,13231,9591,5178
27527,18849,22675,24500
17594,2171,21979,538
6166,9140,25995,6005
8299,16209,6003,27738
29493,29559,2196,26073
11809,14885,26935,27013
245,26057,10309,19019
18631,25413,11352,23879
22947,16385,4853,9444
14848,28183,12494,26049
12951,17392,5309,28693
24212,11875,19893,12046
3577,25646,25338,20499
8995,114,21280,796
6608,20851,8444,5008
24714,3451,18172,22940
25431,8250,1450,16549
7966,13945,9750,9167
9263,16796,15719,5497
8853,26256,22017,23396
24177,16447,29444,22627
17484,3624,772,13298
13815,11541,19547,8676
27167,29276,4259,4640
4399,5570,24719,23998
26161,2793,29353,20852
3451,9085,11908,14994
102,22447,22147,9205
4195,795,10456,12491
12195,12799,11893,29620
6537,28484,9682,525
20013,28344,7702,24138
25914,25863,10065,27012
639,843,9773,6667
26136,4898,25681,23120
17879,3436,1532,4930
27735,21056,4025,10823
16025,15946,29197,21987
15177,2040,27231,9791
4789,4664,5264,25492
21044,23386,14425,9293
6463,27173,27530,8135
3626,17440,27071,11587
8994,3350,17994,3083
2831,593,4420,17811
15535,12869,12342,16317
810,15350,29008,525
13956,12864,27510,23796
4949,5191,11224,28485
5233,20026,5010,9109
622,21349,18971,21373
2364,5119,18398,29431
23771,16873,8233,14914
2285,12175,20430,4759
23650,12479,4351,645
5824,9932,9223,19443
8455,27861,29663,28173
2839,24434,1718,11688
30,8264,8063,8495
406,5487,14467,12953
15468,6458,16105,14944
25524,10099,8886,9629
8921,13111,4798,426
14642,29964,629,13564
26020,8957,5339,12600
26553,5824,4301,29771
10127,29552,18014,4035
7492,28934,9922,19659
10881,2636,13408,6863
20380,20207,13278,5525
10170,26953,10768,5000
13208,17049,1446,11230
4798,23203,2358,22584
4458,15110,26396,20872
17582,9151,20169,19018
19825,19459,6810,8275
15347,6519,3125,5857
14838,16964,18372,3034
21352,6515,2899,2181
26563,20814,596,21113
27312,4501,24470,4584
11209,962,5486,2641
942,24605,22500,28469
21493,27369,23191,28952
3715,18033,402,19927
12442,13895,904,15760
3580,12760,6775,8000
8774,22790,29209,5536
4633,11078,28494,26298
24642,28123,13920,24770
15861,19714,4165,17066
21628,20706,24903,3300
16232,28262,27505,14451
18476,14186,16007,20382
11232,29500,1087,10002
1161,2101,4272,8889
13013,15553,17978,28509
29002,16946,10464,7784
18445,16481,23434,7098
12323,8288,22872,196
29534,4130,16397,4874
24434,26928,13499,14362
26147,29677,18355,24907
23567,2988,19428,11199
22466,13016,12027,18208
4681,27228,22442,20209
15118,1450,25959,22363
5619,21885,7013,9334
7980,27387,15926,9142
19651,27475,16327,3316
12638,2114,2359,7662
9874,28447,25559,6931
1509,7598,2498,16050
12274,22950,13464,26659
19896,1903,10696,27106
22993,10477,366,24856
16762,17570,109,8104
21398,22117,14535,26326
29194,14402,19421,26505
24902,3983,14590,29402
17870,6821,4401,29110
26975,20815,18600,5781
3428,29100,2047,29421
9776,23812,27207,135
12482,26538,2927,17176
29619,20191,2317,10538
26792,16500,17847,25322
10229,13161,2008,6003
551,24747,7165,15951
93,8223,27760,26357
24921,6317,9814,2213
3396,3862,11474,14300
19949,18007,12276,16768
17322,23363,12295,15031
783,2593,23230,5934
9809,21864,8253,15012
5637,6746,12564,26507
7046,26155,20003,20860
25688,17886,12134,10082
17061,6739,22802,20503
27261,24907,15941,327
22188,15842,15058,246
20237,18593,20537,6861
25241,26096,20231,12955
9100,16483,17235,7304
13061,253,16961,3242
22784,11153,2734,21720
19387,14815,18739,15989
5349,27635,20476,934
23110,21079,20658,13307
26093,4208,1541,23048
29922,5524,23083,16545
5437,115,6830,18076
19657,156,29221,13290
19857,24722,23676,6178
11537,27988,12521,4530
26840,10580,10900,29696
24760,26477,4448,9716
5039,18013,3823,16553
7976,3825,13165,12922
26462,27068,7519,2426
26591,9899,23196,16563
24539,17405,11653,9703
11476,17917,16569,5549
10021,5740,7716,10407
26712,27938,9106,11733
7226,29537,4656,8837
27992,8676,13288,18035
15659,29031,8748,9976
1279,13427,7304,3520
23124,6229,14608,14066
27039,6557,7624,28115
11835,23550,22923,17548
22829,2722,19462,377
10595,27539,21132,14313
16391,23253,7242,7303
17516,6454,102,12788
23028,22685,4001,3947
2298,10377,13056,21615
1109,22249,644,27599
23300,14324,8013,12101
19689,3039,9969,20347
20056,5456,11203,10164
10751,23292,23176,16471
8623,16829,25583,12183
25230,15246,8132,27430
5933,20341,27428,22174
15502,682,1980,12114
15844,28486,8838,17493
18837,16560,20231,7501
6086,3409,16051,14357
28702,3273,16201,21061
3311,9970,9299,14060
23186,1862,13800,7546
8396,4982,18768,11104
924,13446,28462,10259
20029,27899,8093,4374
22037,1817,14097,18821
1173,15291,25675,16019
5672,27222,24375,25265
26233,4519,17905,860
1245,17931,10598,17409
15216,2394,18488,9462
7464,8950,21581,20321
11191,314,20576,28422
20894,22439,18344,26157
10162,3674,20505,15368
18141,27656,3831,2200
12953,25180,19643,25983
13264,23968,3277,2438
23496,17817,19622,5726
9537,2618,23760,9902
27935,23328,9019,7274
5252,3793,17520,24599
2638,22299,6875,16229
10667,22093,4304,26199
18042,8434,25970,24205
8156,16437,11985,20324
22129,29828,21406,6187
1031,28350,24325,14029
10226,15011,28438,19191
23965,29970,6455,9042
6462,19552,23890,28544
21979,13766,12374,15502
11749,26429,1003,28525
7177,6400,10064,2272
21638,11403,24040,14441
7830,19742,24488,259
18032,13840,26528,28512
15950,24369,10396,3734
1955,10257,28179,20043
22565,16527,20070,20260
4412,15116,995,10156
12989,24339,10560,14957
7901,3025,27641,17497
21383,15024,18763,684
8096,10146,18315,6916
21080,7495,24800,7098
16324,29599,26141,19916
3170,24114,9731,10879
22182,11082,24859,21975
18485,8411,29416,1965
22432,11167,15962,12357
8857,4328,1604,10309
79,23447,1306,5959
11672,12208,4184,24624
12879,4287,10141,190
21199,2546,18295,19154
995,3408,7240,22670
27665,18291,9547,9202
28032,15603,1887,29918
20079,13539,26105,16302
8333,20798,27585,9948
19699,16479,1839,3965
12775,9618,21465,13946
13644,29889,4504,2715
18443,26380,4688,19267
29159,6900,12018,13675
12229,19442,18619,11173
28781,17506,16405,1728
8401,18496,12383,26648
12244,29366,14392,14150
27340,29235,175,13230
10855,12811,9352,12602
2854,1745,24784,4446
8202,7154,12191,23772
19547,9596,18816,27584
11933,8327,11024,5040
21721,2307,2077,25830
3628,2567,13521,26579
17502,6434,23446,28600
205,1824,6443,7554
19308,6883,16735,22577
9276,12119,9740,16721
5733,10238,5971,22090
23512,17334,14220,15225
4092,27125,16838,11772
4802,27735,18584,399
5591,22569,16709,16918
17591,3946,2209,4873
9800,3568,15197,11547
1506,4282,14492,2483
24517,24266,19870,9742
4236,14602,24945,5790
3350,9227,17972,23756
7784,7352,7836,11463
26694,27861,12881,9160
8460,22112,4146,13839
7335,4951,22229,19245
9716,4327,16429,1163
18078,2099,12799,1643
12499,28390,27140,20886
5682,22235,11796,19779
16394,16059,6760,17474
1021,10782,2251,2718
28451,3106,21939,2206
15495,18148,20726,18984
5581,3879,10129,23142
26555,18783,23420,8497
9035,6219,23012,14951
18789,3370,29208,6991
578,9435,24063,11944
12575,6792,28588,12045
9833,13011,4481,1446
26123,21554,17130,20778
27593,9448,28433,16520
29273,15729,6376,18999
9580,820,5437,18013
26907,20566,19902,23678
14517,26648,7200,6522
27563,13346,15105,15180
4933,4722,19484,29840
20942,7451,2592,15811
3698,16878,13545,27661
14869,6220,15346,100
11406,24600,21658,13059
14036,11731,14697,2439
14725,10576,9547,2736
5811,628,28141,11898
24329,12715,7538,78
1244,13836,3287,25999
12922,28861,15504,23627
22305,12699,11084,26620
25008,10804,10638,19986
9700,29252,20598,19045
11513,6044,25491,16556
14034,24948,18722,6129
19428,23503,2795,26032
18613,14344,10611,8908
2151,7237,12653,15634
17982,3092,14331,9961
4782,22581,28508,4363
28282,13865,17592,27922
4280,29502,22056,23912
12175,13200,10382,36
21274,2877,25666,9997
21534,28689,21859,26779
15286,15573,21965,28964
12553,22565,11357,4270
25198,19265,15748,23123
866,3258,20929,13394
14185,12743,29096,23399
12170,4771,28277,18209
1502,4947,6888,12515
1204,14453,19694,21514
5381,22613,3906,4936
12129,26388,27103,7908
26891,16848,21504,21425
8138,3489,16811,24429
23827,2697,22683,3238
13770,9033,26430,23472
21620,18241,12337,3166
12952,23127,12426,21585
6502,14372,468,2086
25497,26025,16049,6669
4613,19981,5155,1348
9141,29485,18049,5344
7311,13698,27639,19364
7329,10303,4228,17872
18517,14774,10866,25240
10982,5622,17871,17624
16248,6017,12735,18074
12653,24477,21936,25906
22255,15866,13150,10793
22827,11726,12569,3634
20287,26320,4371,14347
28690,12669,23778,10870
24997,921,24614,17537
8273,26575,29386,18491
2756,3477,14671,25400
24751,2452,16886,17076
21405,18894,8641,5200
23911,17158,27211,1893
9140,26007,769,11675
21377,26578,25494,8557
19020,13582,12720,20214
4088,3432,18148,27803
912,6549,22348,12055
15788,5601,14062,27026
12271,13748,21495,11056
28367,27776,14154,27652
27230,10666,6097,25280
8248,16615,2942,20320
21038,19276,9887,28519
4721,14680,10434,28944
19838,9306,15546,9949
13044,1273,25049,1374
12910,9824,3698,17619
23630,25282,19300,12723
28324,27442,854,26352
6805,15811,13684,3395
13617,5432,4705,26700
19111,22387,10185,25113
16283,2218,23862,4899
12511,25548,16503,16619
12394,1450,400,589
26428,3644,18892,5327
15367,11864,9360,18800
21610,11883,12221,5382
21885,12679,16112,11592
21284,3884,12343,22907
22906,12565,12314,21784
19955,17698,19901,9341
2066,5220,6818,3085
27640,8598,27921,23238
162,27203,13028,17769
27314,23160,17899,11214
12120,28350,21201,24267
12183,21239,26899,9261
26314,16663,3973,4929
9106,28030,15517,15447
21290,16459,18642,2001
23623,5362,17835,19937
25082,17000,3780,116
1328,13433,6655,14607
9227,8900,2964,15342
5425,20359,16640,25608
22746,6378,1658,14767
1549,18678,3875,14084
20286,16678,29886,26322
1708,15892,20893,24743
12858,5840,20294,13950
9388,24745,4697,25019
15292,3536,7536,24093
5950,18005,20086,17010
3539,23608,12084,10105
20090,18408,20533,24238
21104,26842,5779,23901
21451,17277,25038,4137
3141,29252,21349,10890
1785,8695,2036,8698
10400,21358,21826,16664
2382,24334,13031,6195
4823,23031,15997,21969
11748,15295,19629,7163
28973,18559,6217,20835
2336,258,27093,27661
11873,10054,25659,6196
1680,7007,8437,26381
18054,15486,28460,29556
28978,6535,29369,4287
29318,10840,6268,18249
13473,6358,28228,13666
14982,4497,18683,14305
28609,12404,13567,13569
3307,13485,5413,6729
29918,23794,1784,20719
26383,22671,27803,6102
21644,813,6637,6622
15002,22911,28710,6912
12050,5726,8302,150
17922,25519,16503,13185
20648,18585,17286,20158
20323,17565,8296,26945
23912,19559,23240,23502
9947,11968,28247,6037
21314,28352,11303,29206
15735,18896,16063,903
8222,14348,12837,10925
14747,18416,18715,5061
14432,3305,18864,16518
10203,12322,14860,11254
15419,3671,12858,23597
12097,29189,11385,2539
14108,3962,12248,13978
19182,7619,4780,22771
27553,13411,1557,28080
6499,12246,12723,28219
17544,9342,13107,27615
11733,17210,2333,9102
3062,20351,22256,3989
8614,10971,21303,23293
13500,16199,11549,8661
12423,13383,21145,19414
4036,16074,20209,27539
21412,18509,26559,1203
2697,15083,5673,19581
15501,13828,28637,25446
12899,1176,5348,17980
4434,20279,6569,22778
28782,17625,15225,27196
29019,24795,24817,8235
8383,18233,6059,4756
6753,7317,21955,15435
29615,14260,22421,1573
1956,11574,7691,1873
1267,17469,8029,28024
23750,21885,23050,26282
19975,20580,4466,16056
11948,29457,13247,10799
10606,9747,25638,937
22985,17854,1995,28998
2047,29941,18469,23047
29557,16647,3721,25489
22243,9239,21647,13897
20704,3831,15277,983
2942,13262,27100,27022
1174,4572,9514,27775
29828,3669,1692,11621
18147,18745,173,14954
8823,4515,11158,28756
13998,24231,26023,1262
18060,2242,21545,24424
1649,29728,23325,2471
10370,8543,16795,23949
525,24897,8083,6800
22231,25514,6041,22271
10209,1376,3796,11949
21840,13736,28641,18026
16872,15390,20959,24636
14050,4237,12436,8611
27861,23569,20270,651
12771,22634,20032,17860
4525,18362,12297,6878
26879,18619,26931,21174
22882,11591,15954,3634
15325,13479,19356,20475
10621,25020,14612,18800
23766,2615,19830,22198
9878,13848,2571,29747
24332,8397,11387,6386
9337,19325,23402,27884
27233,27438,10486,15217
12189,10073,23478,23635
7574,29582,1357,22521
10414,3551,4057,27345
14446,2097,21247,2749
15187,22742,19115,25919
24405,13164,25298,26209
9727,25784,4559,18733
13628,8039,23468,26735
22156,20739,25045,11139
22458,4515,627,14776
3903,27739,15790,3566
22051,22889,28805,24293
18757,23668,23575,12142
9877,88,3761,22006
9840,10434,12227,25462
8751,20966,4027,8710
23905,16084,26340,24033
26080,8211,26200,24494
14331,12469,20749,22984
563,3443,17105,3096
17027,10056,21650,12666
10757,10688,16764,27605
9724,10222,18233,4009
10568,29450,22510,21259
13854,15169,24615,3376
26860,10429,4020,25080
12466,21744,1901,11463
13306,17302,28513,6456
5046,26422,11269,3132
12599,19668,4566,882
10844,24371,17265,23464
27778,10847,8401,10341
10416,22435,27451,14712
18966,20561,19453,29834
13737,28183,7423,26737
29320,27668,22845,16656
8772,850,1685,29679
28007,2201,2572,7158
18536,12660,14209,22278
24664,27541,1258,18409
580,9299,25902,2863
25924,10767,21225,21803
23631,16614,12825,24764
8750,13551,11965,15328
28678,1061,16594,19439
12835,10839,18644,15356
14026,1811,11136,9975
23331,19118,1394,19379
16306,22744,4787,9889
9923,15373,6125,17194
1465,15582,27696,26258
25974,25102,1102,13125
19985,14854,11788,13045
10728,17738,2332,27368
17833,27278,1958,1442
22401,19993,2206,12237
9309,2993,23939,723
29545,6264,19492,28106
7834,23682,29071,8497
4468,6710,18764,20615
16599,15083,1501,15911
5184,18795,3741,1343
1414,29940,4999,7433
4617,8800,10745,16982
20632,7255,312,27527
1395,20998,18296,26094
67,21879,22683,1203
27932,13678,551,29840
15843,3052,7175,21510
16092,13798,18068,23569
22918,20788,22940,8442
24647,2136,21518,22433
15978,20789,659,6521
17514,23722,16900,13750
15603,8401,19782,5227
7865,8109,16131,18369
2026,21376,9107,28530
23862,2086,17891,5666
10590,9331,17291,18498
832,4623,25221,4793
1466,15727,6825,28763
25756,17276,1828,16846
7582,8705,2171,14003
8446,7860,5455,20767
3359,22954,17417,2665
23411,20371,4977,24597
17203,16785,14758,12536
19175,21096,4816,17657
13890,20004,27445,11676
14109,2278,26643,5072
3304,12169,22485,24615
17321,14949,4612,8311
16986,3187,12689,20013
16646,23500,16496,20916
27032,23820,13265,16547
2791,9471,22832,24816
27317,6453,21931,7395
23311,17370,29510,13592
6680,5167,2993,12979
4890,603,18544,26479
5598,13875,9066,15599
25321,29339,22554,2950
21586,7479,24152,18534
3384,27247,28202,12532
11082,7701,20979,24804
9741,16326,23462,29821
20538,19620,21020,655
19427,26988,27959,22051
